candidate_id,query_id,title,doi,decision,reason,lane,payload
MP_SC002,MP_Q002,Asymptomatic deficiency in the peptide transporter associated to antigen processing (TAP),10.1046/j.1365-2249.2002.01862.x,include,"Human TAP2 splice defect, surface complementation and residual autologous EBV CTL response; context-dependent contrary evidence.",antigen,"{""appearance_id"":""MP_AP002"",""candidate_id"":""MP_SC002"",""decision"":""include"",""doi"":""10.1046/j.1365-2249.2002.01862.x"",""lane"":""antigen"",""pmid"":""12067308"",""query_attribution"":""For multiquery batches, exact member-query rank attribution unavailable; batch and actual queries preserved in pack.json."",""query_id"":""MP_Q002"",""reason"":""Human TAP2 splice defect, surface complementation and residual autologous EBV CTL response; context-dependent contrary evidence."",""source_id"":""MP_S003"",""title"":""Asymptomatic deficiency in the peptide transporter associated to antigen processing (TAP)"",""unique_paper_id"":""MP_S003"",""url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC1906261/""}"
MP_SC003,MP_Q003,ERAP1 Allotypes 2 and 10 Differentially Regulate the Immunopeptidome of Melanocytes,unavailable,await_full_text,Recent immunopeptidome anchor surfaced; abstract/search only in this run. No assertion extracted.,antigen,"{""appearance_id"":""MP_AP003"",""candidate_id"":""MP_SC003"",""decision"":""await_full_text"",""doi"":""unavailable"",""lane"":""antigen"",""pmid"":""41130749"",""query_attribution"":""For multiquery batches, exact member-query rank attribution unavailable; batch and actual queries preserved in pack.json."",""query_id"":""MP_Q003"",""reason"":""Recent immunopeptidome anchor surfaced; abstract/search only in this run. No assertion extracted."",""source_id"":""unavailable"",""title"":""ERAP1 Allotypes 2 and 10 Differentially Regulate the Immunopeptidome of Melanocytes"",""unique_paper_id"":""MP_UP003"",""url"":""https://pubmed.ncbi.nlm.nih.gov/41130749/""}"
MP_SC004,MP_Q001,Natural killer cell lines kill autologous beta2-microglobulin-deficient melanoma cells: implications for cancer immunotherapy,10.1073/pnas.94.24.13140,exclude,"NK-effector complement beyond this bounded antigen-specific T-cell lane; likely shared melanoma lines, not independent replication by title alone.",antigen,"{""appearance_id"":""MP_AP004"",""candidate_id"":""MP_SC004"",""decision"":""exclude"",""doi"":""10.1073/pnas.94.24.13140"",""lane"":""antigen"",""pmid"":""9371813"",""query_attribution"":""For multiquery batches, exact member-query rank attribution unavailable; batch and actual queries preserved in pack.json."",""query_id"":""MP_Q001"",""reason"":""NK-effector complement beyond this bounded antigen-specific T-cell lane; likely shared melanoma lines, not independent replication by title alone."",""source_id"":""unavailable"",""title"":""Natural killer cell lines kill autologous beta2-microglobulin-deficient melanoma cells: implications for cancer immunotherapy"",""unique_paper_id"":""MP_UP004"",""url"":""https://pubmed.ncbi.nlm.nih.gov/9371813/""}"
MP_SC005,MP_Q001,"beta2-Microglobulin mutations, HLA class I antigen loss, and tumor progression in melanoma",unavailable,await_full_text,PMC web access challenged; not pursued after stronger gene-restoration full text recovered. No assertion extracted.,antigen,"{""appearance_id"":""MP_AP005"",""candidate_id"":""MP_SC005"",""decision"":""await_full_text"",""doi"":""unavailable"",""lane"":""antigen"",""pmid"":""unavailable"",""query_attribution"":""For multiquery batches, exact member-query rank attribution unavailable; batch and actual queries preserved in pack.json."",""query_id"":""MP_Q001"",""reason"":""PMC web access challenged; not pursued after stronger gene-restoration full text recovered. No assertion extracted."",""source_id"":""unavailable"",""title"":""beta2-Microglobulin mutations, HLA class I antigen loss, and tumor progression in melanoma"",""unique_paper_id"":""MP_UP005"",""url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC508863/""}"
MP_SC006,MP_Q005,ERAP1 Controls the Autoimmune Response against Melanocytes in Psoriasis by Generating the Melanocyte Autoantigen and Regulating its Amount for HLA-C*06:02 Presentation,10.4049/jimmunol.2100686,include,"KO, allotype rescue, biochemical trimming and reporter specificity; mouse recipient preserved.",antigen,"{""appearance_id"":""MP_AP006"",""candidate_id"":""MP_SC006"",""decision"":""include"",""doi"":""10.4049/jimmunol.2100686"",""lane"":""antigen"",""pmid"":""34580106"",""query_attribution"":""For multiquery batches, exact member-query rank attribution unavailable; batch and actual queries preserved in pack.json."",""query_id"":""MP_Q005"",""reason"":""KO, allotype rescue, biochemical trimming and reporter specificity; mouse recipient preserved."",""source_id"":""MP_S005"",""title"":""ERAP1 Controls the Autoimmune Response against Melanocytes in Psoriasis by Generating the Melanocyte Autoantigen and Regulating its Amount for HLA-C*06:02 Presentation"",""unique_paper_id"":""MP_S005"",""url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC7611875/""}"
MP_SC007,MP_Q005,Melanocyte antigen triggers autoimmunity in human psoriasis,unavailable,await_full_text,"Original TCR/autoantigen discovery appeared in citation chain. Search excerpts only; treated as provenance/reuse lead, not independent extracted evidence.",antigen,"{""appearance_id"":""MP_AP007"",""candidate_id"":""MP_SC007"",""decision"":""await_full_text"",""doi"":""unavailable"",""lane"":""antigen"",""pmid"":""unavailable"",""query_attribution"":""For multiquery batches, exact member-query rank attribution unavailable; batch and actual queries preserved in pack.json."",""query_id"":""MP_Q005"",""reason"":""Original TCR/autoantigen discovery appeared in citation chain. Search excerpts only; treated as provenance/reuse lead, not independent extracted evidence."",""source_id"":""unavailable"",""title"":""Melanocyte antigen triggers autoimmunity in human psoriasis"",""unique_paper_id"":""MP_UP007"",""url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC4689169/""}"
MP_SC008,MP_Q004,Maturation of Dendritic Cells Is Accompanied by Rapid Transcriptional Silencing of Class II Transactivator (Ciita) Expression,10.1084/jem.194.4.379,include,Primary-human-monocyte-derived DC RNA/protein/surface contrast; no inferred CD4 functional endpoint.,antigen,"{""appearance_id"":""MP_AP008"",""candidate_id"":""MP_SC008"",""decision"":""include"",""doi"":""10.1084/jem.194.4.379"",""lane"":""antigen"",""pmid"":""11514596"",""query_attribution"":""For multiquery batches, exact member-query rank attribution unavailable; batch and actual queries preserved in pack.json."",""query_id"":""MP_Q004"",""reason"":""Primary-human-monocyte-derived DC RNA/protein/surface contrast; no inferred CD4 functional endpoint."",""source_id"":""MP_S004"",""title"":""Maturation of Dendritic Cells Is Accompanied by Rapid Transcriptional Silencing of Class II Transactivator (Ciita) Expression"",""unique_paper_id"":""MP_S004"",""url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC2193505/""}"
MP_SC009,MP_Q011,B Cells Can Trigger the T-Cell-Mediated Autoimmune Response Against Melanocytes in Psoriasis,10.3390/cells14242002,include,Recent primary B-cell and PBMC perturbations plus distinct ligand/reporter experiments; seven-plus-seven versus 17-plus-9 cohorts separated.,antigen,"{""appearance_id"":""MP_AP009"",""candidate_id"":""MP_SC009"",""decision"":""include"",""doi"":""10.3390/cells14242002"",""lane"":""antigen"",""pmid"":""41440022"",""query_attribution"":""For multiquery batches, exact member-query rank attribution unavailable; batch and actual queries preserved in pack.json."",""query_id"":""MP_Q011"",""reason"":""Recent primary B-cell and PBMC perturbations plus distinct ligand/reporter experiments; seven-plus-seven versus 17-plus-9 cohorts separated."",""source_id"":""MP_S007"",""title"":""B Cells Can Trigger the T-Cell-Mediated Autoimmune Response Against Melanocytes in Psoriasis"",""unique_paper_id"":""MP_S007"",""url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC12732238/""}"
MP_SC010,MP_Q008,Enabling next-generation engineered TCR-T therapies based on high-throughput TCR discovery from diagnostic tumor biopsies,10.1038/s41467-024-55420-6,include,Human B-cell/Jurkat host antigen-specific perturbation controls; supplemental Fig4i visually checked.,antigen,"{""appearance_id"":""MP_AP010"",""candidate_id"":""MP_SC010"",""decision"":""include"",""doi"":""10.1038/s41467-024-55420-6"",""lane"":""antigen"",""pmid"":""39809767"",""query_attribution"":""For multiquery batches, exact member-query rank attribution unavailable; batch and actual queries preserved in pack.json."",""query_id"":""MP_Q008"",""reason"":""Human B-cell/Jurkat host antigen-specific perturbation controls; supplemental Fig4i visually checked."",""source_id"":""MP_S006"",""title"":""Enabling next-generation engineered TCR-T therapies based on high-throughput TCR discovery from diagnostic tumor biopsies"",""unique_paper_id"":""MP_S006"",""url"":""https://www.nature.com/articles/s41467-024-55420-6""}"
MP_SC011,MP_Q010,HLA class I deficiencies due to mutations in subunit 1 of the peptide transporter TAP1,10.1172/JCI5687,include,Citation-chained TAP1-specific rescue; transformed human B cells distinguished from separate fibroblast source.,antigen,"{""appearance_id"":""MP_AP011"",""candidate_id"":""MP_SC011"",""decision"":""include"",""doi"":""10.1172/JCI5687"",""lane"":""antigen"",""pmid"":""10074495"",""query_attribution"":""For multiquery batches, exact member-query rank attribution unavailable; batch and actual queries preserved in pack.json."",""query_id"":""MP_Q010"",""reason"":""Citation-chained TAP1-specific rescue; transformed human B cells distinguished from separate fibroblast source."",""source_id"":""MP_S002"",""title"":""HLA class I deficiencies due to mutations in subunit 1 of the peptide transporter TAP1"",""unique_paper_id"":""MP_S002"",""url"":""https://www.jci.org/articles/view/5687""}"
MP_SC012,MP_Q005,Current knowledge on autoantigens and autoantibodies in psoriasis,10.1111/sji.12945,exclude,Review/discovery only; not primary biological evidence.,antigen,"{""appearance_id"":""MP_AP012"",""candidate_id"":""MP_SC012"",""decision"":""exclude"",""doi"":""10.1111/sji.12945"",""lane"":""antigen"",""pmid"":""32697368"",""query_attribution"":""For multiquery batches, exact member-query rank attribution unavailable; batch and actual queries preserved in pack.json."",""query_id"":""MP_Q005"",""reason"":""Review/discovery only; not primary biological evidence."",""source_id"":""unavailable"",""title"":""Current knowledge on autoantigens and autoantibodies in psoriasis"",""unique_paper_id"":""MP_UP012"",""url"":""https://onlinelibrary.wiley.com/doi/full/10.1111/sji.12945""}"
MP_SC013,MP_Q012,Critical role of the tumor suppressor TSC1 for dendritic cell to activate CD4 T cells by promoting MHC class II expression via IRF4 and CIITA,unavailable,exclude,Distinct predominantly mouse perturbation lane; no human source/recipient mechanism inferred from search excerpt.,antigen,"{""appearance_id"":""MP_AP013"",""candidate_id"":""MP_SC013"",""decision"":""exclude"",""doi"":""unavailable"",""lane"":""antigen"",""pmid"":""unavailable"",""query_attribution"":""For multiquery batches, exact member-query rank attribution unavailable; batch and actual queries preserved in pack.json."",""query_id"":""MP_Q012"",""reason"":""Distinct predominantly mouse perturbation lane; no human source/recipient mechanism inferred from search excerpt."",""source_id"":""unavailable"",""title"":""Critical role of the tumor suppressor TSC1 for dendritic cell to activate CD4 T cells by promoting MHC class II expression via IRF4 and CIITA"",""unique_paper_id"":""MP_UP013"",""url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC3702379/""}"
MP_SC014,MP_Q021,Review Reports - B Cells Can Trigger the T-Cell-Mediated Autoimmune Response Against Melanocytes in Psoriasis,unavailable,exclude,Publisher review reports surfaced in correction search; not biological primary evidence and not an independent review initiated by this run.,antigen,"{""appearance_id"":""MP_AP014"",""candidate_id"":""MP_SC014"",""decision"":""exclude"",""doi"":""unavailable"",""lane"":""antigen"",""pmid"":""unavailable"",""query_attribution"":""For multiquery batches, exact member-query rank attribution unavailable; batch and actual queries preserved in pack.json."",""query_id"":""MP_Q021"",""reason"":""Publisher review reports surfaced in correction search; not biological primary evidence and not an independent review initiated by this run."",""source_id"":""unavailable"",""title"":""Review Reports - B Cells Can Trigger the T-Cell-Mediated Autoimmune Response Against Melanocytes in Psoriasis"",""unique_paper_id"":""MP_UP014"",""url"":""https://www.mdpi.com/2073-4409/14/24/2002/review_report""}"
MP_SC015,MP_Q012,Extensive remodeling of DC function by rapid maturation-induced transcriptional silencing,unavailable,await_full_text,Citation/forward-search lead for CIITA chromatin mechanism. No assertion extracted.,antigen,"{""appearance_id"":""MP_AP015"",""candidate_id"":""MP_SC015"",""decision"":""await_full_text"",""doi"":""unavailable"",""lane"":""antigen"",""pmid"":""unavailable"",""query_attribution"":""For multiquery batches, exact member-query rank attribution unavailable; batch and actual queries preserved in pack.json."",""query_id"":""MP_Q012"",""reason"":""Citation/forward-search lead for CIITA chromatin mechanism. No assertion extracted."",""source_id"":""unavailable"",""title"":""Extensive remodeling of DC function by rapid maturation-induced transcriptional silencing"",""unique_paper_id"":""MP_UP015"",""url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC4150779/""}"
MP_SC016,MP_Q014,Loss of Functional Beta2-Microglobulin in Metastatic Melanomas From Five Patients Receiving Immunotherapy,10.1093/jnci/88.2.100,include,"Repeated appearance of already selected primary paper; same DOI and cohort, not additional evidence.",antigen,"{""appearance_id"":""MP_AP016"",""candidate_id"":""MP_SC016"",""decision"":""include"",""doi"":""10.1093/jnci/88.2.100"",""lane"":""antigen"",""pmid"":""8537970"",""query_attribution"":""For multiquery batches, exact member-query rank attribution unavailable; batch and actual queries preserved in pack.json."",""query_id"":""MP_Q014"",""reason"":""Repeated appearance of already selected primary paper; same DOI and cohort, not additional evidence."",""source_id"":""MP_S001"",""title"":""Loss of Functional Beta2-Microglobulin in Metastatic Melanomas From Five Patients Receiving Immunotherapy"",""unique_paper_id"":""MP_S001"",""url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC2248456/""}"
MP_SC017,MP_Q013,Asymptomatic deficiency in the peptide transporter associated to antigen processing (TAP),10.1046/j.1365-2249.2002.01862.x,include,Repeated appearance of same selected paper; deduplicated by DOI/PMID.,antigen,"{""appearance_id"":""MP_AP017"",""candidate_id"":""MP_SC017"",""decision"":""include"",""doi"":""10.1046/j.1365-2249.2002.01862.x"",""lane"":""antigen"",""pmid"":""12067308"",""query_attribution"":""For multiquery batches, exact member-query rank attribution unavailable; batch and actual queries preserved in pack.json."",""query_id"":""MP_Q013"",""reason"":""Repeated appearance of same selected paper; deduplicated by DOI/PMID."",""source_id"":""MP_S003"",""title"":""Asymptomatic deficiency in the peptide transporter associated to antigen processing (TAP)"",""unique_paper_id"":""MP_S003"",""url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC1906261/""}"
MP_SC018,MP_Q012,Maturation of Dendritic Cells Is Accompanied by Rapid Transcriptional Silencing of Class II Transactivator (Ciita) Expression,10.1084/jem.194.4.379,include,Repeated appearance of same selected paper; deduplicated by DOI/PMID.,antigen,"{""appearance_id"":""MP_AP018"",""candidate_id"":""MP_SC018"",""decision"":""include"",""doi"":""10.1084/jem.194.4.379"",""lane"":""antigen"",""pmid"":""11514596"",""query_attribution"":""For multiquery batches, exact member-query rank attribution unavailable; batch and actual queries preserved in pack.json."",""query_id"":""MP_Q012"",""reason"":""Repeated appearance of same selected paper; deduplicated by DOI/PMID."",""source_id"":""MP_S004"",""title"":""Maturation of Dendritic Cells Is Accompanied by Rapid Transcriptional Silencing of Class II Transactivator (Ciita) Expression"",""unique_paper_id"":""MP_S004"",""url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC2193505/""}"
